City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Pihuamo,MX,2022-11-09 03:09:31,19.2499,-103.3828,73.29,97,4,0.83
296,Muyezerskiy,RU,2022-11-09 03:09:31,63.9333,31.65,31.12,89,98,10.16
297,Puerto Maldonado,PE,2022-11-09 03:09:32,-12.6,-69.1833,75.65,58,15,2.8
298,Soe,ID,2022-11-09 03:09:32,-9.8607,124.284,77.43,67,100,3.53
299,Arraial Do Cabo,BR,2022-11-09 03:09:32,-22.9661,-42.0278,68.5,90,100,12.48
300,Nikolayevka,RU,2022-11-09 03:09:33,53.1257,47.2041,36.01,76,100,11.25
301,Touros,BR,2022-11-09 03:09:33,-5.1989,-35.4608,77.61,80,39,10.42
302,Tuatapere,NZ,2022-11-09 03:09:33,-46.1333,167.6833,54.54,83,96,12.57
303,Marawi,PH,2022-11-09 03:09:34,7.9986,124.2928,82.11,62,69,4.5
304,Miri,MY,2022-11-09 03:09:34,4.4148,114.0089,85.12,68,75,3.42
305,Vanimo,PG,2022-11-09 03:09:34,-2.6741,141.3028,82.49,84,79,5.21
306,Asau,RO,2022-11-09 03:09:35,46.4333,26.4,32.92,89,10,4.0
307,Hendek,TR,2022-11-09 03:09:35,40.7994,30.7481,47.77,82,64,2.04
308,Viedma,AR,2022-11-09 03:09:35,-40.8135,-62.9967,69.57,51,95,10.65
309,Sola,VU,2022-11-09 03:09:36,-13.8833,167.55,79.09,82,79,26.17
310,Ocos,GT,2022-11-09 03:09:36,14.5094,-92.1933,75.38,77,100,3.87
311,Okhotsk,RU,2022-11-09 03:09:36,59.3833,143.3,6.12,62,12,17.94
312,Zyryanka,RU,2022-11-09 03:09:37,65.75,150.85,-7.82,97,100,8.19
313,Maltahohe,NA,2022-11-09 03:09:37,-24.8333,16.9833,62.29,42,2,2.68
314,Chapada Dos Guimaraes,BR,2022-11-09 03:09:37,-15.4606,-55.7497,73.06,32,0,3.0
315,Kaeo,NZ,2022-11-09 03:05:30,-35.1,173.7833,64.47,84,85,2.01
316,Almaznyy,RU,2022-11-09 03:09:38,48.0448,40.045,36.66,90,100,3.69
317,Tessalit,ML,2022-11-09 03:09:38,20.1986,1.0114,69.66,14,1,9.06
318,Havre-Saint-Pierre,CA,2022-11-09 03:10:39,50.2334,-63.5986,36.32,58,38,18.54
319,Ahipara,NZ,2022-11-09 03:08:33,-35.1667,173.1667,65.32,74,45,13.11
320,Mananara,MG,2022-11-09 03:07:21,-16.1667,49.7667,72.86,89,97,3.71
321,Mamallapuram,IN,2022-11-09 03:10:39,12.6264,80.1722,80.65,75,82,13.2
322,Opunake,NZ,2022-11-09 03:09:03,-39.4556,173.8583,62.62,73,98,8.97
323,Biltine,TD,2022-11-09 03:10:39,14.5333,20.9167,74.07,22,11,10.0
324,Kozluk,TR,2022-11-09 03:10:40,38.1938,41.4885,46.65,59,100,4.59
325,Kjollefjord,NO,2022-11-09 03:10:40,70.9457,27.3465,37.45,93,75,6.91
326,Nkhotakota,MW,2022-11-09 03:10:41,-12.9274,34.2961,75.72,57,91,4.99
327,Susehri,TR,2022-11-09 03:10:41,40.1644,38.0867,46.71,90,100,1.1
328,Trincomalee,LK,2022-11-09 03:10:41,8.5711,81.2335,77.45,88,100,5.66
329,Roald,NO,2022-11-09 03:10:42,62.5833,6.1333,52.75,87,20,9.22
330,Saint-Honore,CA,2022-11-09 03:10:42,48.5334,-71.0824,33.3,62,14,10.27
331,Sistranda,NO,2022-11-09 03:10:43,63.7256,8.834,42.76,86,100,12.62
332,Salinopolis,BR,2022-11-09 03:10:43,-0.6136,-47.3561,77.34,86,99,6.2
333,Maua,BR,2022-11-09 03:10:43,-23.6678,-46.4614,63.36,81,35,3.47
334,Mundo Nuevo,MX,2022-11-09 03:10:44,18.7,-95.5,76.96,82,16,13.58
335,Aksu,CN,2022-11-09 03:10:44,41.1231,80.2644,48.24,33,100,3.62
336,Gamba,GA,2022-11-09 03:10:44,-2.65,10.0,75.31,92,100,5.55
337,Champerico,GT,2022-11-09 03:10:45,14.3,-91.9167,79.11,80,98,4.38
338,Isla Vista,US,2022-11-09 03:10:45,34.4133,-119.861,53.83,87,100,0.0
339,Tabou,CI,2022-11-09 03:10:45,4.423,-7.3528,77.34,86,52,5.48
340,Quatre Cocos,MU,2022-11-09 03:10:46,-20.2078,57.7625,73.09,66,68,12.24
341,Hokitika,NZ,2022-11-09 03:09:30,-42.7167,170.9667,62.31,71,8,12.57
342,Trapani,IT,2022-11-09 03:10:46,37.8333,12.6667,58.89,71,0,6.82
343,Gazojak,TM,2022-11-09 03:10:47,41.1875,61.4036,37.67,69,10,8.86
344,Rawson,AR,2022-11-09 03:08:12,-43.3002,-65.1023,68.38,51,38,14.18
345,Labuhan,ID,2022-11-09 03:10:47,-6.8844,112.2051,86.68,63,96,0.87
346,Iglesias,IT,2022-11-09 03:10:47,39.3114,8.535,58.42,91,49,4.83
347,Hofn,IS,2022-11-09 03:10:48,64.2539,-15.2082,42.4,82,100,16.04
348,Prince Rupert,CA,2022-11-09 03:08:22,54.3161,-130.3201,24.76,53,89,4.85
349,Gibsons,CA,2022-11-09 03:10:48,49.3997,-123.5027,37.0,59,0,3.0
350,Aripuana,BR,2022-11-09 03:10:49,-9.1667,-60.6333,77.65,50,86,0.49
351,San Cristobal,VE,2022-11-09 03:10:49,7.7669,-72.225,69.98,97,100,0.4
352,Fairbanks,US,2022-11-09 03:06:01,64.8378,-147.7164,21.16,86,40,0.0
353,Roebourne,AU,2022-11-09 03:10:50,-20.7833,117.1333,86.32,26,0,7.99
354,Potam,MX,2022-11-09 03:10:50,27.6,-110.3833,71.28,80,0,3.65
355,Kulhudhuffushi,MV,2022-11-09 03:10:50,6.6221,73.07,82.06,75,29,12.08
356,Mokhsogollokh,RU,2022-11-09 03:10:51,61.4681,128.9203,-8.09,91,87,1.19
357,High Rock,BS,2022-11-09 03:10:51,26.6208,-78.2833,77.02,87,100,33.38
358,Minas Novas,BR,2022-11-09 03:10:51,-17.2186,-42.5903,69.22,64,100,2.91
359,Qui Nhon,VN,2022-11-09 03:10:52,13.7667,109.2333,80.01,79,39,13.47
360,East London,ZA,2022-11-09 03:10:52,-33.0153,27.9116,63.36,88,26,3.96
361,Oktyabrskiy,RU,2022-11-09 03:10:52,54.4815,53.471,33.53,90,100,11.83
362,Kitimat,CA,2022-11-09 03:10:53,54.0524,-128.6534,21.9,49,95,1.01
363,Margate,GB,2022-11-09 03:11:53,51.3813,1.3862,53.91,91,72,4.0
364,Tomatlan,MX,2022-11-09 03:11:53,19.9333,-105.25,71.4,94,0,1.61
365,Dunmore Town,BS,2022-11-09 03:11:54,25.5,-76.65,78.35,81,100,25.57
366,Zonguldak,TR,2022-11-09 03:11:54,41.25,31.8333,41.38,94,41,1.79
367,Xinqing,CN,2022-11-09 03:11:54,48.2333,129.5,39.94,48,70,11.54
368,Omboue,GA,2022-11-09 03:11:55,-1.5746,9.2618,75.69,94,100,5.66
369,Katobu,ID,2022-11-09 03:11:55,-4.9408,122.5276,89.4,55,100,1.52
370,Polunochnoye,RU,2022-11-09 03:11:55,60.8697,60.4153,29.05,94,100,4.14
371,Barcelona,ES,2022-11-09 03:11:56,41.3888,2.159,62.55,90,20,8.05
372,Port Blair,IN,2022-11-09 03:09:10,11.6667,92.75,81.93,76,100,13.89
373,Inta,RU,2022-11-09 03:11:56,66.0317,60.1659,21.83,97,93,4.83
374,Raudeberg,NO,2022-11-09 03:11:56,61.9875,5.1352,52.47,70,100,8.57
375,Labuan,MY,2022-11-09 03:11:57,5.2767,115.2417,80.37,79,100,5.7
376,Brigantine,US,2022-11-09 03:11:57,39.4101,-74.3646,54.01,52,0,9.22
377,Sai Buri,TH,2022-11-09 03:11:57,6.7013,101.6168,81.86,75,89,4.27
378,Ancud,CL,2022-11-09 03:11:58,-41.8697,-73.8203,51.78,97,28,2.95
379,Leningradskiy,RU,2022-11-09 03:11:58,69.3833,178.4167,16.77,82,100,26.22
380,Juegang,CN,2022-11-09 03:11:58,32.3174,121.1855,68.99,64,51,13.76
381,Buluang,PH,2022-11-09 03:11:59,13.3068,123.3425,88.5,63,75,0.25
382,Changli,CN,2022-11-09 03:11:59,39.7042,119.1506,59.97,35,77,6.26
383,Alta Floresta,BR,2022-11-09 03:12:00,-9.8756,-56.0861,77.9,58,62,3.58
384,Monteagudo,BO,2022-11-09 03:12:00,-19.8167,-63.9833,67.8,49,92,2.73
385,Abu Dhabi,AE,2022-11-09 03:11:58,24.4667,54.3667,78.91,42,0,5.75
386,Pierre,US,2022-11-09 03:11:34,44.3683,-100.351,38.32,60,100,20.71
387,Karlshamn,SE,2022-11-09 03:12:01,56.1706,14.8619,52.29,88,100,10.89
388,Kidal,ML,2022-11-09 03:12:01,18.4411,1.4078,69.58,14,0,10.87
389,Kaihua,CN,2022-11-09 03:12:01,23.3687,104.28,64.87,66,9,7.47
390,Sokur,RU,2022-11-09 03:12:02,55.2093,83.319,25.16,96,92,5.17
391,Cap Malheureux,MU,2022-11-09 03:12:02,-19.9842,57.6142,73.47,72,74,5.99
392,Artyom,AZ,2022-11-09 03:12:03,40.4723,50.333,51.94,58,15,12.82
393,Shahe,CN,2022-11-09 03:12:03,39.2708,113.5478,49.14,68,99,2.59
394,Sladkovo,RU,2022-11-09 03:12:03,55.5284,70.3385,23.16,97,97,7.9
395,Tautira,PF,2022-11-09 03:12:04,-17.7333,-149.15,76.96,75,99,5.77
396,Bubaque,GW,2022-11-09 03:12:04,11.2833,-15.8333,84.02,66,100,6.93
397,Coalinga,US,2022-11-09 03:08:38,36.1397,-120.3602,48.45,80,82,9.89
398,Broome,US,2022-11-09 03:12:05,42.2506,-75.833,36.57,75,0,5.75
399,Biak,ID,2022-11-09 03:12:05,-0.9131,122.8766,83.5,67,100,1.5
400,Tottori,JP,2022-11-09 03:10:50,35.5,134.2333,63.77,52,2,4.16
401,Washington,US,2022-11-09 03:11:39,47.5001,-120.5015,32.18,80,65,3.31
402,Richards Bay,ZA,2022-11-09 03:12:06,-28.783,32.0377,70.09,95,100,3.87
403,Pevek,RU,2022-11-09 03:12:07,69.7008,170.3133,-7.82,100,79,3.87
404,Lorengau,PG,2022-11-09 03:12:07,-2.0226,147.2712,84.67,69,100,5.21
405,Shelburne,CA,2022-11-09 03:12:07,44.0787,-80.2041,35.76,75,73,7.38
406,San Luis,AR,2022-11-09 03:12:08,-33.295,-66.3356,72.43,34,100,13.89
407,Neka,IR,2022-11-09 03:12:08,36.6508,53.299,49.17,73,70,3.42
408,Naze,JP,2022-11-09 03:12:09,28.3667,129.4833,71.96,71,99,14.92
409,Chernyshevskiy,RU,2022-11-09 03:12:09,63.0128,112.4714,11.03,92,100,8.86
410,Nelson Bay,AU,2022-11-09 03:12:09,-32.7167,152.15,73.45,53,1,12.17
411,Kyren,RU,2022-11-09 03:13:10,51.6828,102.1408,28.11,83,100,1.66
412,Bandiagara,ML,2022-11-09 03:13:10,14.3501,-3.6104,73.2,13,7,5.75
413,Manado,ID,2022-11-09 03:12:46,1.487,124.8455,92.17,58,40,3.44
414,Dhidhdhoo,MV,2022-11-09 03:12:20,6.8833,73.1,82.22,75,23,12.48
415,Pitimbu,BR,2022-11-09 03:13:11,-7.4706,-34.8086,77.59,80,86,8.1
416,Boguchany,RU,2022-11-09 03:13:12,58.3814,97.4531,19.89,91,83,3.69
417,Sangar,RU,2022-11-09 03:13:12,63.9242,127.4739,-8.05,89,94,2.84
418,Luderitz,NA,2022-11-09 03:13:12,-26.6481,15.1594,57.31,84,16,10.87
419,Basco,PH,2022-11-09 03:13:13,20.4487,121.9702,79.63,81,69,12.64
420,Zhob,PK,2022-11-09 03:13:13,31.3411,69.4481,56.73,55,0,4.56
421,Bingol,TR,2022-11-09 03:13:14,38.8847,40.4939,44.85,84,97,3.58
422,Falmouth,GB,2022-11-09 03:08:56,50.1544,-5.0711,54.18,76,100,20.71
423,Buraydah,SA,2022-11-09 03:08:50,26.326,43.975,60.76,34,5,7.14
424,Shatsk,RU,2022-11-09 03:13:14,54.0258,41.7119,35.64,90,100,9.46
425,Malazgirt,TR,2022-11-09 03:13:15,39.1427,42.5401,37.36,77,31,2.17
426,Saint-Pierre,RE,2022-11-09 03:13:15,-21.3393,55.4781,77.58,49,0,4.61
427,Piacabucu,BR,2022-11-09 03:13:16,-10.4056,-36.4344,75.9,88,6,7.85
428,Borgarnes,IS,2022-11-09 03:13:16,64.5383,-21.9206,35.8,85,100,7.92
429,Hambantota,LK,2022-11-09 03:13:16,6.1241,81.1185,79.95,78,100,6.02
430,Nome,US,2022-11-09 03:10:51,64.5011,-165.4064,35.67,93,100,13.8
431,Kautokeino,NO,2022-11-09 03:13:17,69.0125,23.0412,24.3,97,96,2.55
432,Atar,MR,2022-11-09 03:13:17,20.5169,-13.0499,77.47,17,100,3.96
433,Batemans Bay,AU,2022-11-09 03:13:18,-35.7167,150.1833,70.11,57,8,12.64
434,Mitsamiouli,KM,2022-11-09 03:13:18,-11.3847,43.2844,78.26,77,44,16.02
435,Port Barton,PH,2022-11-09 03:13:18,10.4756,119.2472,86.7,71,94,5.99
436,Rock Springs,US,2022-11-09 03:12:53,41.5875,-109.2029,48.04,39,0,11.5
437,Limon,CR,2022-11-09 03:13:19,10.0,-83.0333,75.06,81,99,2.75
438,Nalhati,IN,2022-11-09 03:13:19,24.3,87.8167,78.24,52,0,4.85
439,Kieta,PG,2022-11-09 03:13:20,-6.2167,155.6333,81.5,85,100,9.69
440,Kumbo,CM,2022-11-09 03:13:20,6.2,10.6667,58.8,72,100,1.9
441,Zabol,AF,2022-11-09 03:13:20,32.25,67.25,45.84,59,0,6.17
442,Wewak,PG,2022-11-09 03:13:21,-3.5534,143.6268,84.99,69,94,7.4
443,Kavieng,PG,2022-11-09 03:13:21,-2.5744,150.7967,84.6,72,94,8.86
444,Ixtapa,MX,2022-11-09 03:13:22,20.7,-105.2,79.83,74,40,0.0
445,Turbat,PK,2022-11-09 03:13:22,26.0023,63.044,76.35,61,71,4.56
446,Koumra,TD,2022-11-09 03:13:23,8.9126,17.5539,77.68,49,97,3.29
447,Havelock,US,2022-11-09 03:13:23,34.8791,-76.9013,58.98,74,0,18.41
448,Handan,CN,2022-11-09 03:13:24,36.6006,114.4678,55.69,78,100,5.48
449,Namibe,AO,2022-11-09 03:13:25,-15.1961,12.1522,64.63,83,1,9.86
450,Sergeyevka,KZ,2022-11-09 03:13:26,53.88,67.4158,23.14,97,80,5.93
451,Tecoanapa,MX,2022-11-09 03:13:26,16.5167,-98.75,79.72,83,98,3.53
452,Sept-Iles,CA,2022-11-09 03:12:32,50.2001,-66.3821,36.05,57,6,11.99
453,Oga,IT,2022-11-09 03:13:26,46.4631,10.347,38.8,96,82,5.37
454,Kailua,US,2022-11-09 03:13:27,21.4022,-157.7394,80.58,75,100,5.99
455,Pangody,RU,2022-11-09 03:13:27,65.85,74.4859,8.28,95,100,6.55
456,Marsh Harbour,BS,2022-11-09 03:13:28,26.5412,-77.0636,77.0,88,100,36.71
457,Abu Kamal,SY,2022-11-09 03:14:28,34.4506,40.9171,58.91,56,43,3.53
458,Lake Ridge,US,2022-11-09 03:10:02,38.6879,-77.2978,51.49,59,0,5.75
459,Denpasar,ID,2022-11-09 03:14:29,-8.65,115.2167,83.86,79,20,8.05
460,Jurado,CO,2022-11-09 03:14:29,7.1053,-77.7641,76.5,91,97,5.01
461,Marovoay,MG,2022-11-09 03:14:29,-16.1,46.6333,74.53,63,0,6.35
462,Dargaville,NZ,2022-11-09 03:14:30,-35.9333,173.8833,64.94,76,56,10.8
463,Rio Grande,BR,2022-11-09 03:14:30,-32.035,-52.0986,61.34,77,0,12.12
464,Abrau-Dyurso,RU,2022-11-09 03:14:30,44.69,37.59,40.48,72,83,2.51
465,Palmer,US,2022-11-09 03:14:31,42.1584,-72.3287,42.24,49,0,11.5
466,Vostok,RU,2022-11-09 03:14:31,46.4856,135.8833,41.77,43,73,8.77
467,Acarau,BR,2022-11-09 03:14:31,-2.8856,-40.12,77.34,80,93,10.42
468,Port Augusta,AU,2022-11-09 03:14:32,-32.5,137.7667,93.76,20,51,26.49
469,Madarounfa,NE,2022-11-09 03:14:32,13.3087,7.156,73.09,19,9,8.59
470,Iskateley,RU,2022-11-09 03:14:33,67.6803,53.1512,31.08,99,100,5.03
471,Faya,SA,2022-11-09 03:11:24,18.3851,42.4509,50.52,66,0,2.44
472,Tateyama,JP,2022-11-09 03:14:33,34.9833,139.8667,62.73,60,85,5.64
473,Deputatskiy,RU,2022-11-09 03:14:34,69.3,139.9,-6.05,94,100,4.05
474,Tevaitoa,PF,2022-11-09 03:14:34,-16.7833,-151.5,78.31,71,78,10.96
475,Galle,LK,2022-11-09 03:14:34,6.0367,80.217,78.01,85,100,5.75
476,Puerto Escondido,MX,2022-11-09 03:14:35,15.85,-97.0667,81.43,65,40,3.44
477,Uelzen,DE,2022-11-09 03:14:35,52.9667,10.5667,57.54,67,100,11.16
478,Long Beach,US,2022-11-09 03:13:32,33.767,-118.1892,56.57,93,100,6.91
479,Westport,US,2022-11-09 03:12:18,41.1415,-73.3579,49.82,40,0,4.61
480,Concordia,AR,2022-11-09 03:14:36,-31.393,-58.0209,60.58,64,9,9.24
481,Maceio,BR,2022-11-09 03:14:36,-9.6658,-35.7353,74.64,94,75,3.44
482,Kokkola,FI,2022-11-09 03:14:36,63.8385,23.1307,32.94,96,47,2.3
483,Katherine,AU,2022-11-09 03:14:37,-14.4667,132.2667,98.92,34,40,6.91
484,Kaitong,CN,2022-11-09 03:14:37,44.8135,123.15,51.13,24,13,9.89
485,Montes Altos,BR,2022-11-09 03:14:37,-5.8333,-47.0667,71.74,98,100,3.13
486,Boyuibe,BO,2022-11-09 03:14:38,-20.4167,-63.2833,70.79,43,74,4.18
487,Illapel,CL,2022-11-09 03:14:38,-31.6308,-71.1653,58.82,83,100,2.77
488,Yingcheng,CN,2022-11-09 03:14:38,30.95,113.55,74.89,37,32,5.3
489,Deder,ET,2022-11-09 03:14:39,9.3167,41.45,53.85,78,6,1.79
490,Turukhansk,RU,2022-11-09 03:14:39,65.8167,87.9833,21.85,97,100,8.37
491,Robertson,US,2022-11-09 03:14:39,36.5167,-86.8667,64.33,29,75,5.75
492,Martil,MA,2022-11-09 03:14:40,35.6166,-5.2752,63.0,72,99,6.76
493,Kununurra,AU,2022-11-09 03:14:40,-15.7667,128.7333,103.98,27,82,5.75
494,Mount Abu,IN,2022-11-09 03:14:40,24.6,72.7,65.93,35,0,3.24
495,Synya,RU,2022-11-09 03:14:41,65.3718,58.0387,27.79,98,100,1.7
496,Manokwari,ID,2022-11-09 03:14:41,-0.8667,134.0833,83.37,72,87,2.48
497,Naliya,IN,2022-11-09 03:14:41,23.2667,68.8333,77.61,59,0,6.06
498,Eyl,SO,2022-11-09 03:14:42,7.9803,49.8164,77.05,80,17,4.68
499,Newburn,GB,2022-11-09 03:14:42,54.9876,-1.7442,49.37,84,75,5.75
500,Lukovetskiy,RU,2022-11-09 03:14:42,64.2956,41.9211,32.58,99,100,1.79
501,Nemuro,JP,2022-11-09 03:14:43,43.3236,145.575,48.2,58,53,9.44
502,Bereda,ES,2022-11-09 03:14:43,43.2686,-7.5406,53.42,100,98,3.51
503,Komsomolskiy,UZ,2022-11-09 03:14:43,40.4272,71.7189,39.92,70,75,2.3
504,Prince George,CA,2022-11-09 03:15:05,53.9166,-122.753,5.29,79,15,0.83
505,Aketi,CD,2022-11-09 03:15:44,2.7388,23.7833,68.83,99,100,0.94
506,Forestville,US,2022-11-09 03:15:44,38.8451,-76.875,51.26,62,0,8.05
507,Beloha,MG,2022-11-09 03:15:44,-25.1667,45.05,75.56,60,0,4.23
508,Kushima,JP,2022-11-09 03:15:45,31.4583,131.2333,71.2,53,0,6.33
509,Zhigansk,RU,2022-11-09 03:15:45,66.7697,123.3711,-7.96,92,100,11.63
510,Etah,IN,2022-11-09 03:15:46,27.6333,78.6667,73.42,63,4,4.41
511,Ternate,ID,2022-11-09 03:15:46,0.8,127.4,85.1,68,98,5.7
512,Wembley,AU,2022-11-09 03:15:46,-31.9333,115.8,75.4,58,40,12.66
513,Guerrero Negro,MX,2022-11-09 03:15:47,27.9769,-114.0611,66.27,75,0,9.73
514,Necochea,AR,2022-11-09 03:15:47,-38.5473,-58.7368,61.61,56,76,14.99
515,Adre,TD,2022-11-09 03:15:48,13.4667,22.2,69.89,23,9,12.08
516,Petropavlovsk-Kamchatskiy,RU,2022-11-09 03:13:45,53.0452,158.6483,34.39,55,40,2.24
517,Salym,RU,2022-11-09 03:15:11,60.0625,71.4789,25.2,96,98,6.42
518,Sakaiminato,JP,2022-11-09 03:15:48,35.55,133.2333,66.18,45,20,4.61
519,La Montanita,CO,2022-11-09 03:15:49,1.4766,-75.4398,73.63,89,100,2.42
520,Bonavista,CA,2022-11-09 03:15:49,48.6499,-53.1147,36.99,86,100,34.07
521,Anjozorobe,MG,2022-11-09 03:15:50,-18.4,47.8667,58.37,82,5,1.59
522,Jacareacanga,BR,2022-11-09 03:15:50,-6.2222,-57.7528,72.3,96,100,1.97
523,Hammerfest,NO,2022-11-09 03:15:50,70.6634,23.6821,34.25,80,0,10.36
524,Poum,NC,2022-11-09 03:15:50,-20.2333,164.0167,77.07,80,43,25.43
525,Kresna,BG,2022-11-09 03:15:51,41.7333,23.15,51.46,88,0,1.52
526,Bela,IN,2022-11-09 03:15:51,25.9333,81.9833,74.39,55,0,4.27
527,Kingsport,US,2022-11-09 03:15:11,36.5484,-82.5618,61.99,33,0,0.0
528,Sirnak,TR,2022-11-09 03:15:51,37.5228,42.4594,42.87,52,88,4.23
529,Saint-Francois,FR,2022-11-09 03:13:06,46.4154,3.9054,58.44,82,75,8.05
530,Shadegan,IR,2022-11-09 03:15:52,30.6497,48.6647,67.95,37,0,8.08
531,Buchanan,LR,2022-11-09 03:15:52,5.8808,-10.0467,77.27,84,93,2.46
532,Kuito,AO,2022-11-09 03:15:53,-12.3833,16.9333,59.36,88,100,4.16
533,La Tuque,CA,2022-11-09 03:12:52,47.4334,-72.7824,30.34,65,6,6.67
534,Victor Harbor,AU,2022-11-09 03:15:53,-35.5667,138.6167,87.67,35,91,15.3
535,Sorland,NO,2022-11-09 03:15:53,67.667,12.6934,40.86,61,1,22.46
536,Mayna,RU,2022-11-09 03:15:54,54.1135,47.6231,34.39,79,100,12.91
537,Lazaro Cardenas,MX,2022-11-09 03:14:21,17.9583,-102.2,78.22,86,37,3.2
538,Kasongo-Lunda,CD,2022-11-09 03:15:54,-6.4667,16.8167,69.71,99,100,0.69
539,Nador,MA,2022-11-09 03:15:54,35.174,-2.9287,68.25,73,0,8.05
540,Sauteurs,GD,2022-11-09 03:15:55,12.2167,-61.6333,79.5,83,92,17.13
